,Unnamed: 0,Unnamed: 0.1,type,link,pair,PRODUCT NUMBER,ALCOHOL,SUGAR,ACIDS,ENERGY,PRICE / LITRE,MORE INFORMATION,ADDITIONAL INFORMATION,INGREDIENTS DECLARED BY THE PRODUCER,PACKAGING,CLOSURE,PRODUCER,SUPPLIER,SELECTION,text,topNotch,tips,features,region,variety,acid,bodied,dry,sweet,tannic,floral,citrus fruit,stone fruit,tropical fruit,red fruit,black fruit,honey,herbal,bitter,mineral,creamy,spice,earthy,baking spice,leather,astringent,apple/pear,melon,buttery,pastry,nut,chemical/medicinal,wood,smoky,fish_food,desserts_food,fruit_food,vegetables_food,sweet_food,salty_food,sour_food,bitter_food,beef_food,poultry_food,game_food,pork_food,dairy_food,fatty_food,lamb_food,nutty_food,box,desert,red,rose,sparkling,white,name,year,country,wine_region,wine_subregion,quality
2406,2406,2406,red,"https://www.alko.fi/en/products/005656/Castillo-Murviedro-Tempranillo-2019/ 
","chicken, turkey",5656,12.5,3.0,4.4,70.0,10.91 EUR,,,Contains sulphites,bottle,metal screw cap,Bodegas Murviedro,Hedon,general selection,"Red wines are best served slightly below room temperature, at 16–18°C. Chilling a bottle from room temperature to the perfect serving temperature takes about half an hour in a fridge.","Wines with rich flavours and aromas are a good choice when serving meat dishes.
Try with BBQ-marinated pork ribs, beef and vegetable skewers or T bone steaks.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Medium-bodied, medium tannic, cherry notes, ripe cranberry notes, spicy 
","['DO Utiel-Requena', 'Spain', 'Utiel-Requena']","['Tempranillo', 'Bobal']",0,2,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Castillo-Murviedro-Tempranillo-2019,2019,Spain,,,18.0
2445,2445,2445,red,"https://www.alko.fi/en/products/915316/Losi-Querciavalle-Chianti-Classico-2016/ 
","chicken, turkey",915316,13.5,1.0,5.5,80.0,24.87 EUR,,,Contains sulphites,bottle,natural cork,Losi,Monditaly Wines and Spirits,sale-to-order selection,"Red wines are best served slightly below room temperature, at 16–18°C. Chilling a bottle from room temperature to the perfect serving temperature takes about half an hour in a fridge.","Berried and fresh reds go well with pasta, vegetable and chicken dishes and internal organs, such as liver, but also with fish.
Try with tomato-based pasta dishes, chicken stew with Moroccan spices or oven-baked salmon topped with blue cheese.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Full-bodied, medium tannic, cherry notes, flowery, pepper notes 
","['Italy', 'DOCG Chianti Classico', 'Tuscany']","['Canaiolo', 'Sangiovese']",0,3,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Losi-Querciavalle-Chianti-Classico-2016,2016,Italy,Tuscany,,18.0
13224,13224,13224,rose,"https://www.alko.fi/en/products/935447/La-Petite-Perriere-Rose-Pinot-Noir-2019/ 
","chicken, turkey",935447,12.5,-1.0,5.0,70.0,17.17 EUR,,,Contains sulphites,bottle,metal screw cap,Saget la Perriere,Wineworld Finland,sale-to-order selection,"Serve dry and medium-dry rosés chilled, at 10–12°C, and medium-sweet and sweet rosés well-chilled, at 8–10°C. Chilling a bottle from room temperature to the perfect serving temperature takes about three hours in a fridge.","Rosé wines are ideal for socialising, and you can also pair them with food. Rosés are a good choice for summer buffets with cold foods, such as cold cuts, salads and shellfish.
You can also try rosé with rustic salads, grilled drumsticks or bouillabaisse.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dry, medium acidic, fruity, minerally, flowery 
","['France', 'Vin de France']",['Pinot Noir'],2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,La-Petite-Perriere-Rose-Pinot-Noir-2019,2019,France,,,18.181818181818183
13238,13238,13238,rose,"https://www.alko.fi/en/products/422047/Josef-Philipp-Br-ndlmayer-Zweigelt-Ros-2019/ 
","chicken, turkey",422047,12.0,-1.0,5.9,70.0,18.51 EUR,,,Contains sulphites,bottle,metal screw cap,Josef Bründlmayer,Dieter Ettl,general selection,"Serve dry and medium-dry rosés chilled, at 10–12°C, and medium-sweet and sweet rosés well-chilled, at 8–10°C. Chilling a bottle from room temperature to the perfect serving temperature takes about three hours in a fridge.","Rosé wines are ideal for socialising, and you can also pair them with food. Rosés are a good choice for summer buffets with cold foods, such as cold cuts, salads and shellfish.
You can also try rosé with rustic salads, grilled drumsticks or bouillabaisse.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dry, acidic, lemon notes, raspberry notes, light redcurrant notes, minerally 
","['Qualitätswein Niederösterreich', 'Austria']",['Zweigelt'],3,0,3,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Josef-Philipp-Br-ndlmayer-Zweigelt-Ros-2019,2019,Austria,Niederösterreich,,18.0
14646,14646,14646,sparkling,"https://www.alko.fi/en/products/944403/Ruppertsberger-Imperial-Riesling-Sekt/ 
","chicken, turkey",944403,11.5,17.0,7.3,70.0,17.17 EUR,,,Contains sulphites,bottle,natural cork,Ruppertsberger Weinkeller,CISA Drinks,sale-to-order selection,"Sparkling wines made using the traditional method are served well-chilled, at 8–12°C. Fresh, crisp sparkling wines are served slightly cooler, at 6–8°C. A sparkling wine stopper will keep the bubbles in the bottle for several days, as long as the bottle is stored in the fridge. The fuller the bottle, the longer the bubbles will last. Using a gel cooler stored in the freezer, you can chill a bottle from room temperature to the perfect serving temperature in about 20 minutes. In a large cooler or bucket filled with ice cubes and water, you can chill a bottle in 15 minutes.","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dry, acidic, green apple notes, peach notes, toasted, roasted 
","['Germany', 'Pfalz']",['Riesling'],3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Ruppertsberger-Imperial-Riesling-Sekt,0,Germany,,,18.75
14657,14657,14657,sparkling,"https://www.alko.fi/en/products/916754/G.H.-Martel-Co-Prestige-Champagne-Brut/ 
","chicken, turkey",916754,12.0,11.0,6.6,70.0,45.04 EUR,,,Contains sulphites,bottle,natural cork,G.H. Martel,Red Bev,general selection,"Sparkling wines made using the traditional method are served well-chilled, at 8–12°C. Fresh, crisp sparkling wines are served slightly cooler, at 6–8°C. A sparkling wine stopper will keep the bubbles in the bottle for several days, as long as the bottle is stored in the fridge. The fuller the bottle, the longer the bubbles will last. Using a gel cooler stored in the freezer, you can chill a bottle from room temperature to the perfect serving temperature in about 20 minutes. In a large cooler or bucket filled with ice cubes and water, you can chill a bottle in 15 minutes.","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Brut, acidic, yellow plum notes, marzipan notes, light biscuit notes, buttery, slightly roasted 
","['Champagne', 'France', 'AC Champagne']","['Pinot Meunier', 'Pinot Noir', 'Chardonnay', 'Meunier']",3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,G.H.-Martel-Co-Prestige-Champagne-Brut,0,France,Champagne,,18.0
18744,18744,18744,white,"https://www.alko.fi/en/products/921313/Santom-Pinot-Grigio-2019/ 
","chicken, turkey",921313,13.0,3.0,5.3,70.0,20.88 EUR,,,Contains sulphites,bottle,metal screw cap,Santomè,Monditaly Wines and Spirits,sale-to-order selection,"White wines are best served chilled, at 10–12°C. Chilling a bottle from room temperature to the perfect serving temperature takes about two hours in a fridge. The sweeter the wine, the cooler it can be served.","These wines are an excellent match for savoury starters, pasta and fish and seafood dishes.
Try with different kinds of tapas or antipasti, shrimp salad or sushi.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dry, acidic, peach notes, apricot notes, flowery 
","['Italy', 'The Veneto', 'DOC Delle Venezie']",['Pinot Grigio'],3,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Santom-Pinot-Grigio-2019,2019,Italy,Veneto,,18.0
18748,18748,18748,white,"https://www.alko.fi/en/products/956893/Br-ndlmayer-Gr-ner-Veltliner-Kamptal-Terrassen-2019/ 
","chicken, turkey",956893,12.5,5.0,6.3,70.0,25.99 EUR,,,Contains sulphites,bottle,metal screw cap,Bründlmayer,Altia,sale-to-order selection,"White wines are best served chilled, at 10–12°C. Chilling a bottle from room temperature to the perfect serving temperature takes about two hours in a fridge. The sweeter the wine, the cooler it can be served.","Nuanced flavours combined with robust acidity make these wines an excellent match for fish and seafood dishes as well as slightly stronger flavours.
Try with Finnish crayfish, clam dishes or blinis.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dry, acidic, minerally, citrus notes, nutty 
","['Austria', 'Niederösterreich', 'DAC Kamptal']",['Grüner Veltliner'],3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Br-ndlmayer-Gr-ner-Veltliner-Kamptal-Terrassen-2019,2019,Austria,Niederösterreich,,18.0
1389,1389,1389,desert,"https://www.alko.fi/en/products/939873/Dreamer-Sweet-Red-carton-package/ 
","chicken, turkey",939873,10.0,60.0,5.0,80.0,9.78 EUR,,,Contains sulphites. Contains artificial sweeteners,carton package,plastic closure,Peter Mertes,Norex Selected Brands,sale-to-order selection,"Serve these wines well-chilled, at 8–10°C. Chilling a bottle from room temperature to the perfect serving temperature takes about three hours in a fridge. Especially aromatised wines, as well as wines containing berries or fruit pulp, should be served well-chilled. If they are too warm, they can foam out of the bottle once opened.","Sparkling fruit wines, fruit wines and aromatised wines are perfect for socialising, as aperitifs or in mixed drinks and punches.
Try them in cocktails or punches, and choose the berry or fruit that you like the most. You can adjust the alcohol content by adding spirits, liquor, sparkling water, tonic or juice. Decorate with the season’s berries, fruits and herbs.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Sweet, slightly acidic, berry notes, cherry notes, spicy 
",['European Union'],[],1,0,0,4,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Dreamer-Sweet-Red-carton-package,0,European Union,,,
1444,1444,1444,desert,"https://www.alko.fi/en/products/662674/Urakasumi-Junmai-Sake/ 
","chicken, turkey",662674,15.0,14.0,-1.0,90.0,44.63 EUR,,,,bottle,metal screw cap,Urakasumi Saura,Importrade,general selection,"The serving temperature of sake can be changed with the seasons: enjoy warmed-up sake in the cold winter months and chilled sake when it is hot. Sake is a fresh product that does not improve with ageing. A bottle of sake should be consumed within a few days of opening, and an opened bottle should be kept in the fridge – just like wine.","Quality sakes are often served chilled, at 10–12°C or even cooler. Sake served at the start of a meal can be heated to about 40°C in a hot-water bath.
Sake naturally goes well with Japanese food. Try sake at various temperatures with, for example, sushi, in order to find a temperature that is the best for your palate.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Medium dry, cantaloupe melon notes, pomelo notes, light spice notes, hint of forest floor, nuanced 
",['Japan'],[],0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Urakasumi-Junmai-Sake,0,Japan,,,
